hh_age1,hh_age2,hh_age3,hh_age4,hh_age5,hh_age6,hh_age7,hh_age8,hh_age9,hh_age10,hh_age11,hh_age12
50,39,6,4,NA,NA,NA,NA,NA,NA,NA,NA
61,56,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,33,4,2,NA,NA,NA,NA,NA,NA,NA,NA
50,50,24,20,0,NA,NA,NA,NA,NA,NA,NA
45,43,16,15,12,NA,NA,NA,NA,NA,NA,NA
37,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,40,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,3,1,0,NA,NA,NA,NA,NA,NA,NA
64,63,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,40,17,12,12,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,51,21,19,10,NA,NA,NA,NA,NA,NA,NA
51,49,20,16,NA,NA,NA,NA,NA,NA,NA,NA
60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,10,9,4,3,NA,NA,NA,NA,NA,NA
31,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,56,28,26,22,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,20,14,NA,NA,NA,NA,NA,NA,NA,NA
35,33,5,5,NA,NA,NA,NA,NA,NA,NA,NA
54,53,22,18,NA,NA,NA,NA,NA,NA,NA,NA
57,54,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,31,3,1,NA,NA,NA,NA,NA,NA,NA,NA
91,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,38,6,4,NA,NA,NA,NA,NA,NA,NA,NA
55,53,31,27,NA,NA,NA,NA,NA,NA,NA,NA
26,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,47,43,24,NA,NA,NA,NA,NA,NA,NA,NA
33,33,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,45,19,14,NA,NA,NA,NA,NA,NA,NA,NA
58,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,54,25,24,21,NA,NA,NA,NA,NA,NA,NA
43,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,39,21,18,15,NA,NA,NA,NA,NA,NA,NA
33,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,21,19,NA,NA,NA,NA,NA,NA,NA,NA
38,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,49,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,40,16,10,2,NA,NA,NA,NA,NA,NA,NA
59,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,47,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,25,21,NA,NA,NA,NA,NA,NA,NA,NA
50,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,43,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,51,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,41,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,32,4,0,NA,NA,NA,NA,NA,NA,NA,NA
40,38,8,5,NA,NA,NA,NA,NA,NA,NA,NA
48,23,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,35,9,7,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,47,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,14,11,NA,NA,NA,NA,NA,NA,NA,NA
49,49,19,17,14,NA,NA,NA,NA,NA,NA,NA
49,49,17,13,NA,NA,NA,NA,NA,NA,NA,NA
58,54,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,44,19,14,NA,NA,NA,NA,NA,NA,NA,NA
49,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,6,0,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,23,21,NA,NA,NA,NA,NA,NA,NA,NA
59,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,39,37,4,NA,NA,NA,NA,NA,NA,NA,NA
49,49,22,17,NA,NA,NA,NA,NA,NA,NA,NA
35,29,5,1,NA,NA,NA,NA,NA,NA,NA,NA
30,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,41,20,13,NA,NA,NA,NA,NA,NA,NA,NA
54,54,27,25,NA,NA,NA,NA,NA,NA,NA,NA
51,45,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,56,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,38,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,46,23,20,18,NA,NA,NA,NA,NA,NA,NA
30,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,49,29,26,21,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,52,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,47,22,19,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,22,20,20,5,NA,NA,NA,NA,NA,NA,NA
40,38,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,49,22,20,NA,NA,NA,NA,NA,NA,NA,NA
67,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,48,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,19,18,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,36,14,10,7,NA,NA,NA,NA,NA,NA,NA
37,35,9,7,NA,NA,NA,NA,NA,NA,NA,NA
51,51,25,22,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,42,10,8,NA,NA,NA,NA,NA,NA,NA,NA
35,35,5,4,NA,NA,NA,NA,NA,NA,NA,NA
48,44,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,42,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,56,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,18,16,NA,NA,NA,NA,NA,NA,NA,NA
59,57,20,18,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,22,20,17,13,11,8,7,4,0,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,34,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,54,27,25,23,18,NA,NA,NA,NA,NA,NA
56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,40,10,6,NA,NA,NA,NA,NA,NA,NA,NA
52,52,25,23,20,18,0,NA,NA,NA,NA,NA
42,41,15,15,9,NA,NA,NA,NA,NA,NA,NA
76,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,13,11,8,NA,NA,NA,NA,NA,NA,NA
46,45,17,15,13,NA,NA,NA,NA,NA,NA,NA
65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,17,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,64,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,7,5,NA,NA,NA,NA,NA,NA,NA,NA
70,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,54,30,27,NA,NA,NA,NA,NA,NA,NA,NA
47,46,19,17,0,NA,NA,NA,NA,NA,NA,NA
42,41,9,7,7,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,49,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,59,26,24,NA,NA,NA,NA,NA,NA,NA,NA
62,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,16,14,12,NA,NA,NA,NA,NA,NA,NA
46,43,14,12,NA,NA,NA,NA,NA,NA,NA,NA
52,51,25,22,NA,NA,NA,NA,NA,NA,NA,NA
49,46,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,31,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,23,0,NA,NA,NA,NA,NA,NA,NA,NA
69,64,36,34,31,NA,NA,NA,NA,NA,NA,NA
73,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,40,15,12,NA,NA,NA,NA,NA,NA,NA,NA
65,65,34,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,35,18,16,1,NA,NA,NA,NA,NA,NA,NA
60,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,20,17,14,NA,NA,NA,NA,NA,NA,NA
35,30,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,15,13,11,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,50,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,44,20,18,16,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,59,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,58,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,37,5,4,NA,NA,NA,NA,NA,NA,NA,NA
63,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,20,19,NA,NA,NA,NA,NA,NA,NA,NA
58,53,22,10,NA,NA,NA,NA,NA,NA,NA,NA
57,55,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,41,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,28,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,49,24,20,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,39,9,7,NA,NA,NA,NA,NA,NA,NA,NA
54,46,19,18,16,NA,NA,NA,NA,NA,NA,NA
49,48,24,22,21,19,17,11,0,NA,NA,NA
41,35,5,3,NA,NA,NA,NA,NA,NA,NA,NA
52,50,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,42,17,15,NA,NA,NA,NA,NA,NA,NA,NA
43,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,46,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,10,5,NA,NA,NA,NA,NA,NA,NA,NA
71,68,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,79,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,54,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,45,17,14,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,61,28,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,39,12,10,10,6,NA,NA,NA,NA,NA,NA
53,50,23,22,NA,NA,NA,NA,NA,NA,NA,NA
47,19,17,15,NA,NA,NA,NA,NA,NA,NA,NA
59,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,34,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,47,19,16,NA,NA,NA,NA,NA,NA,NA,NA
38,36,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,49,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,48,20,16,NA,NA,NA,NA,NA,NA,NA,NA
62,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,44,21,19,17,0,NA,NA,NA,NA,NA,NA
44,43,20,17,NA,NA,NA,NA,NA,NA,NA,NA
66,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,37,11,9,1,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,46,21,20,17,14,NA,NA,NA,NA,NA,NA
45,42,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,75,74,44,33,NA,NA,NA,NA,NA,NA,NA
44,39,7,5,NA,NA,NA,NA,NA,NA,NA,NA
50,44,15,14,NA,NA,NA,NA,NA,NA,NA,NA
64,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,47,20,18,14,NA,NA,NA,NA,NA,NA,NA
28,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,62,61,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,46,18,16,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,68,48,46,44,43,41,NA,NA,NA,NA,NA
35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,53,24,22,NA,NA,NA,NA,NA,NA,NA,NA
65,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,53,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,40,15,11,NA,NA,NA,NA,NA,NA,NA,NA
38,36,7,4,NA,NA,NA,NA,NA,NA,NA,NA
81,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,45,19,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,52,29,27,NA,NA,NA,NA,NA,NA,NA,NA
40,32,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,52,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,30,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,28,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,52,23,21,18,17,17,12,NA,NA,NA,NA
58,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,33,14,11,6,NA,NA,NA,NA,NA,NA,NA
53,47,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,16,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,41,17,16,NA,NA,NA,NA,NA,NA,NA,NA
55,50,31,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,44,16,10,NA,NA,NA,NA,NA,NA,NA,NA
47,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,46,19,18,NA,NA,NA,NA,NA,NA,NA,NA
63,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,48,23,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,46,13,12,NA,NA,NA,NA,NA,NA,NA,NA
48,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,42,15,12,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,33,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,43,25,16,14,12,NA,NA,NA,NA,NA,NA
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,44,17,16,NA,NA,NA,NA,NA,NA,NA,NA
41,41,17,14,11,NA,NA,NA,NA,NA,NA,NA
59,58,31,28,NA,NA,NA,NA,NA,NA,NA,NA
47,46,22,19,NA,NA,NA,NA,NA,NA,NA,NA
55,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,43,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,42,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,56,28,25,24,NA,NA,NA,NA,NA,NA,NA
73,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,36,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,40,15,13,9,NA,NA,NA,NA,NA,NA,NA
64,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,32,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,36,10,8,NA,NA,NA,NA,NA,NA,NA,NA
63,57,29,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,75,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,35,4,3,1,NA,NA,NA,NA,NA,NA,NA
38,23,6,4,2,NA,NA,NA,NA,NA,NA,NA
62,59,33,31,NA,NA,NA,NA,NA,NA,NA,NA
38,33,5,2,NA,NA,NA,NA,NA,NA,NA,NA
37,35,8,6,3,NA,NA,NA,NA,NA,NA,NA
40,37,11,8,3,1,NA,NA,NA,NA,NA,NA
38,32,8,7,NA,NA,NA,NA,NA,NA,NA,NA
33,30,5,3,NA,NA,NA,NA,NA,NA,NA,NA
33,32,23,7,0,NA,NA,NA,NA,NA,NA,NA
39,37,9,3,NA,NA,NA,NA,NA,NA,NA,NA
37,37,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,38,11,9,NA,NA,NA,NA,NA,NA,NA,NA
41,39,12,7,7,NA,NA,NA,NA,NA,NA,NA
37,37,10,9,5,3,NA,NA,NA,NA,NA,NA
43,37,18,17,13,7,NA,NA,NA,NA,NA,NA
37,35,8,6,0,NA,NA,NA,NA,NA,NA,NA
33,33,28,5,3,NA,NA,NA,NA,NA,NA,NA
38,32,10,7,2,NA,NA,NA,NA,NA,NA,NA
57,55,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,33,6,4,NA,NA,NA,NA,NA,NA,NA,NA
32,31,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,29,4,2,0,NA,NA,NA,NA,NA,NA,NA
